-0.54637,-2.222275,-1.032,0.631621,-2.445772,-0.16926,-0.705026,-0.808713,-0.44134,0.587786,-1.027434,0.246595,-0.650428,-1.6753,-0.843864,0.658371,-1.930276,-0.029879,-0.520193,-1.96754,-1.097937,0.540963,-2.036357,-0.304431
-0.546112,-2.228715,-1.037539,0.634154,-2.455439,-0.162488,-0.707379,-0.81145,-0.441449,0.585763,-1.029719,0.246233,-0.652902,-1.680561,-0.844266,0.656595,-1.935512,-0.02841,-0.517244,-1.955488,-1.07842,0.548228,-2.020891,-0.259375
-0.552171,-2.240073,-1.039378,0.628393,-2.473833,-0.175816,-0.71068,-0.814315,-0.442776,0.584736,-1.034427,0.25642,-0.655793,-1.688068,-0.846905,0.65494,-1.943581,-0.024378,-0.522317,-1.966186,-1.099523,0.557689,-2.110987,-0.264803
-0.547526,-2.24539,-1.039199,0.632793,-2.469854,-0.170206,-0.710717,-0.816057,-0.447024,0.583948,-1.036654,0.255176,-0.656408,-1.692562,-0.849715,0.653819,-1.948292,-0.023826,-0.513952,-1.975583,-1.082907,0.54561,-2.158198,-0.316449
-0.54768,-2.25006,-1.044438,0.622367,-2.468424,-0.191564,-0.711358,-0.818168,-0.447289,0.582447,-1.036664,0.256576,-0.655963,-1.69536,-0.850691,0.656788,-1.949345,-0.0207,-0.513333,-1.988321,-1.108155,0.555582,-2.060144,-0.271742
-0.528509,-2.243375,-1.060191,0.629384,-2.467964,-0.188045,-0.710285,-0.819578,-0.449251,0.579782,-1.03377,0.255451,-0.650221,-1.693576,-0.855389,0.653236,-1.943405,-0.027686,-0.476426,-1.959726,-1.072149,0.558985,-2.384934,-0.295066
-0.497493,-2.213837,-1.096031,0.665549,-2.429142,-0.193276,-0.717584,-0.81711,-0.441808,0.572364,-1.031155,0.247314,-0.643775,-1.675061,-0.871683,0.653144,-1.935528,-0.037434,-0.484869,-1.877452,-1.157205,0.550953,-2.032939,-0.276886
-0.508099,-2.020332,-1.25504,0.817546,-2.273743,-0.244748,-0.770498,-0.793517,-0.405213,0.575936,-1.025542,0.225248,-0.662652,-1.567388,-0.944361,0.727928,-1.828954,0.007551,-0.526922,-1.693555,-1.284901,0.69264,-1.994174,-0.110667
-0.702269,-1.545173,-1.556487,1.177041,-1.902903,-0.263185,-0.898877,-0.682315,-0.381999,0.663244,-0.978829,0.303626,-0.802685,-1.214194,-1.159334,0.947292,-1.5703,0.116064,-0.705749,-1.311531,-1.540885,0.999036,-1.720855,-0.066126
-0.868348,-1.132186,-1.781588,1.486375,-1.552371,-0.174051,-0.968226,-0.507359,-0.403038,0.701441,-0.928554,0.38194,-0.998388,-0.781116,-1.120134,1.184754,-1.350346,0.201406,-0.826506,-0.925141,-1.618771,1.320497,-1.508244,-0.057336
-1.075144,-0.668112,-1.923705,1.744979,-1.162011,-0.025478,-0.975607,-0.329352,-0.286293,0.705956,-0.816852,0.559838,-1.032815,-0.459812,-0.95403,1.273719,-1.025111,0.316187,-1.056366,-0.570195,-1.895921,1.454691,-1.148896,0.050565
-1.250307,-0.184647,-1.988452,1.924775,-0.746708,0.168413,-1.035645,-0.34431,-0.487193,0.874266,-0.684772,0.543854,-1.209099,-0.310241,-1.114558,1.467269,-0.720933,0.383184,-1.108914,-0.123773,-1.779843,1.688389,-0.800068,0.223059
-1.385829,0.1498,-1.97144,2.062575,-0.407384,0.3618,-1.102096,-0.240734,-0.632908,0.877364,-0.609827,0.565578,-1.307446,0.036919,-1.389936,1.650917,-0.455551,0.496861,-1.237506,0.211554,-1.770539,1.896523,-0.497683,0.340217
-1.519734,0.430338,-1.867918,1.988657,-0.14804,0.676301,-1.086953,-0.054584,-0.719188,0.94654,-0.461787,0.597566,-1.383151,0.242703,-1.403633,1.486117,-0.335907,0.634553,-1.360442,0.461961,-1.71367,1.929008,-0.275675,0.613174
-1.704453,0.573463,-1.812795,2.185751,-0.019258,0.879903,-1.074597,0.030212,-0.740337,0.967407,-0.402276,0.608449,-1.450358,0.34229,-1.367731,1.67104,-0.197415,0.748284,-1.569334,0.625831,-1.662657,2.112626,-0.143535,0.831948
-1.885266,0.661326,-1.709262,2.177106,-0.022848,1.048164,-1.058202,0.106017,-0.756,0.97645,-0.346511,0.626427,-1.502033,0.394992,-1.346737,1.657167,-0.14575,0.840054,-1.683463,0.699164,-1.586469,2.08232,-0.120262,1.014938
-1.994223,0.610724,-1.643704,2.131779,-0.064644,1.191719,-1.047207,0.140621,-0.764452,0.974951,-0.286697,0.624584,-1.540783,0.413443,-1.322166,1.645577,-0.141411,0.897801,-1.801224,0.689727,-1.497616,1.970853,-0.160345,1.119816
-2.019702,0.42854,-1.587051,1.997583,-0.177812,1.282627,-1.033457,0.133975,-0.75176,0.942575,-0.247922,0.598921,-1.557186,0.31157,-1.292804,1.57479,-0.169631,0.92765,-1.844387,0.590411,-1.447645,1.765536,-0.244069,1.134657
-2.030986,0.394927,-1.598097,1.981845,-0.202979,1.326542,-1.034684,0.133909,-0.751408,0.946182,-0.23869,0.600515,-1.577252,0.298901,-1.278131,1.559493,-0.193203,0.966625,-1.868236,0.572675,-1.441615,1.796751,-0.271084,1.195082
-2.032082,0.372952,-1.616216,1.987881,-0.217618,1.327441,-1.037602,0.124461,-0.750787,0.946469,-0.235888,0.601871,-1.58154,0.286548,-1.278027,1.556488,-0.199615,0.975093,-1.861779,0.544416,-1.471026,1.874599,-0.284607,1.237551
-2.020706,0.34937,-1.659067,2.004535,-0.216062,1.311363,-1.036552,0.11858,-0.754139,0.945917,-0.23365,0.603347,-1.578984,0.278509,-1.284506,1.554352,-0.205844,0.98053,-1.85747,0.536588,-1.489953,1.850551,-0.287024,1.197171
-1.992618,0.362695,-1.717156,2.040544,-0.221315,1.257431,-1.030596,0.109274,-0.764248,0.944359,-0.23571,0.603342,-1.555618,0.275719,-1.311622,1.559509,-0.207934,0.97169,-1.84631,0.560801,-1.489825,1.828785,-0.281211,1.13204
-1.903144,0.392912,-1.787142,2.091401,-0.161248,1.128177,-1.018039,0.083959,-0.788602,0.937112,-0.271385,0.597189,-1.523112,0.27724,-1.352086,1.588856,-0.216815,0.908481,-1.764807,0.575047,-1.535308,1.960914,-0.256177,1.059207
-1.553809,0.452186,-1.831896,2.11036,-0.003026,0.785669,-1.015468,-0.018267,-0.80611,0.93375,-0.369467,0.578743,-1.374182,0.263939,-1.455414,1.633964,-0.153581,0.709733,-1.461192,0.537487,-1.680501,1.980454,-0.129882,0.727134
-1.146979,0.431346,-1.900768,1.990045,0.098793,0.43372,-1.015609,-0.13293,-0.782727,0.956477,-0.411808,0.537688,-1.145772,0.212888,-1.468497,1.59291,-0.066646,0.478664,-1.228426,0.417936,-1.683074,1.716696,-0.086505,0.400481
-0.791369,0.394794,-1.852325,1.720021,0.220518,0.087584,-0.973553,-0.224519,-0.805113,0.919079,-0.471401,0.443219,-0.909731,0.141248,-1.445056,1.404682,-0.021,0.227804,-0.881266,0.382572,-1.664829,1.535484,-0.002016,0.077379
-0.35913,0.304277,-1.779985,1.339289,0.332141,-0.217679,-0.898122,-0.254965,-0.844041,0.8182,-0.523214,0.305513,-0.622948,0.128738,-1.448353,1.126515,0.044233,0.022492,-0.498732,0.346448,-1.631127,1.19971,0.046906,-0.186233
0.20548,0.209592,-1.403337,0.701781,0.412309,-0.40152,-0.694547,-0.307737,-0.918762,0.724387,-0.61916,0.131613,-0.106591,0.071749,-1.314547,0.711045,0.102283,-0.213688,-0.079777,0.208774,-1.372222,0.731947,0.093905,-0.377076
0.473586,0.150136,-0.994019,0.296447,0.364983,-0.471351,-0.428575,-0.326716,-0.820604,0.685112,-0.505158,-0.170119,0.092973,0.01218,-1.011033,0.410032,-0.026809,-0.277815,0.165997,0.14813,-1.06345,0.424476,0.046731,-0.499292
0.518693,0.10982,-0.684342,-0.354037,-0.374155,-0.904914,-0.427016,-0.261808,-0.628956,0.535331,-0.548462,-0.199541,0.155638,-0.035989,-0.831547,0.067367,-0.285301,-0.739016,0.207991,0.011752,-0.64527,-0.014826,-0.19831,-0.953924
0.819851,0.02635,-0.390666,-0.364654,-0.737359,-0.86372,-0.311456,-0.660897,-0.640926,0.907179,-0.920821,0.118683,0.384049,-0.242342,-0.731259,0.226624,-0.569677,-0.735869,0.509754,0.010672,-0.386745,-0.23099,-0.885368,-0.988931
0.636208,0.107519,-0.073494,-0.326032,-0.696946,-0.876129,-0.219995,-0.756604,-0.733707,0.950482,-1.081639,0.082419,0.466759,-0.223121,-0.523004,0.074385,-0.763046,-0.814417,0.291412,-0.127427,-0.296123,0.018284,-0.535196,-0.982935
0.429554,0.02482,0.017355,-0.450351,-0.637396,-0.812726,-0.247046,-0.846134,-0.783495,1.006102,-1.22585,0.099198,0.492217,-0.212646,-0.544719,0.032908,-0.827845,-0.898479,0.270836,-0.137516,-0.297606,-0.026774,-0.582898,-1.050321
0.381559,0.092597,0.094192,-0.527704,-0.55723,-0.727413,-0.256147,-0.837145,-0.763581,0.981894,-1.232181,0.126289,0.482023,-0.17206,-0.520234,-0.000356,-0.797006,-0.890222,0.237482,-0.131701,-0.419983,-0.06515,-0.560275,-1.031432
0.342709,0.113518,0.112403,-0.564086,-0.536885,-0.698708,-0.262848,-0.83136,-0.76046,0.96351,-1.232762,0.130176,0.472905,-0.154204,-0.513192,-0.021391,-0.770546,-0.887001,0.210042,-0.122087,-0.421746,-0.081892,-0.537999,-1.026264
0.441629,0.053319,-0.029013,-0.540868,-0.573429,-0.758867,-0.260501,-0.837366,-0.765746,0.960559,-1.239483,0.138103,0.474549,-0.147871,-0.512386,-0.030963,-0.762104,-0.88568,0.292344,-0.05445,-0.447582,-0.091182,-0.537804,-1.025234
0.439339,0.163247,0.081289,-0.573294,-0.482431,-0.645868,-0.237788,-0.776977,-0.729265,0.912451,-1.153064,0.121823,0.453347,-0.123804,-0.487474,-0.036428,-0.709947,-0.836301,0.256558,-0.08378,-0.46104,-0.088987,-0.495971,-0.972169
0.573178,0.086523,0.002396,-0.541202,-0.591419,-0.742714,-0.23943,-0.800999,-0.720537,0.917953,-1.146389,0.127309,0.531973,-0.262483,-0.487067,-0.018473,-0.706027,-0.817606,0.348641,-0.119886,-0.524599,-0.088694,-0.482878,-0.922544
